person_x,kinsman,person_gender,kinsman_gender,ontology_kinship
"Kyriakos, son of epoikos Konstantinos Papadopolos of Patmos","Konstantinos Papadopolos, epoikos on Patmos",Male,Male,SonOf
"Leon, son of paroikos Ioannes Skrinos at Berboulidion (Meander valley)","Ioannes Skrinos, paroikos at Berboulidion (Meander valley)",Male,Male,SonOf
"Leon, son of paroikos Georgios Sideras at Galaides (Meander valley)","Georgios Sideras, paroikos at Galaides (Meander valley)",Male,Male,SonOf
"Leon, son of paroikos Georgios Maurogeorgios at Galaides (Meander valley)","Georgios Maurogeorgios, paroikos at Galaides (Meander valley)",Male,Male,SonOf
"Leon, son of epoikos Kalos of Patmos","Kalos Patmiotes, epoikos on Patmos",Male,Male,SonOf
"Leon, son of epoikos Kyriakos of Patmos","Kyriakos, epoikos on Patmos",Male,Male,SonOf
"Lykianos, son of epoikos Kalos of Patmos","Kalos Patmiotes, epoikos on Patmos",Male,Male,SonOf
"Michael, son of paroikos Maria at Olynthos (Meander valley)","Maria, paroikos at proasteion of Olynthos (Meander valley)",Male,Female,SonOf
"Michael, son of paroikos Maria Zemedena at Olynthos (Meander valley)","Maria Zemedena, paroikos at Olynthos (Meander valley)",Male,Female,SonOf
"Michael, son of paroikos Eirene Karamalina at Gamma (Meander region)","Eirene Karamalina, paroikos at Gamma (Meander region)",Male,Female,SonOf
"Michael, paroikos at Galaides (Meander valley)","Aspidena, mother of paroikos Michael at Galaides (Meander valley)",Male,Female,SonOf
"Michael, son of epoikos Konstantinos Papadopolos of Patmos","Konstantinos Papadopolos, epoikos on Patmos",Male,Male,SonOf
"Moschos, paroikos at Baris (Meander valley)","Marouladena, mother of paroikos Moschos at Baris (Meander valley)",Male,Female,SonOf
"Moschos, son of paroikos Strategos at Olynthos (Meander valley)","Strategos, paroikos at Olynthos (Meander valley)",Male,Male,SonOf
"Nikephoros, son of paroikos Theocharistine at Baris (Meander valley)","Theocharistine, paroikos at Baris (Meander valley)",Male,Female,SonOf
"Nikephoros, paroikos at Mantrakle (Meander valley)","Sarakinos, father of paroikos Nikephoros at Mantrakle (Meander valley)",Male,Male,SonOf
"Nikephoros, son of epoikos Kyriakos Tzimischis of Patmos","Kyriakos Tzimischis, epoikos on Patmos",Male,Male,SonOf
"Niketas Kateas, epoikos on Patmos","Basileios Kateas, epoikos on Patmos",Male,Male,SonOf
"Nikolaos, paroikos at Olynthos (Meander valley)","Samonas, father of paroikos Nikolaos at Olynthos (Meander valley)",Male,Male,SonOf
"Petros, paroikos at Galaides (Meander valley)","Phaus, father of paroikos Petros at Galaides (Meander valley)",Male,Male,SonOf
"Theodoros Romanikos, imperial notarios","Basileios Romanikos, patrikios",Male,Male,SonOf
"Theophanes, witness in codicil of Christodoulos of Patmos","Theodosios, father of Theophanes, witness in codicil of Christodoulos",Male,Male,SonOf
"Basileios Euripiotes, son of Moroiannes","Moroioannes, father of Basileios Euripiotes",Male,Male,SonOf
"Theodoros, furrier at Thessalonike","Christophoros, father of furrier Theodoros at Thessalonike",Male,Male,SonOf
"Theodoros ho tou Aichmalotou, landowner in dispute with Lavra","Aichmalotos, father of landowner Theodoros",Male,Male,SonOf
"Symeon, inhabitant of Adrameri in Chalkidike","Theognostos, father (?) of inhabitant of Adrameri Symeon",Male,Male,SonOf
"Nikolaos tou Starou, deacon at Thessalonike","Staros, father of deacon Nikolaos at Thessalonike",Male,Male,SonOf
"Nikephoros Kephalas, proedros and Lavra donor","Leon Kephalas, vestarches and primikerios of the vestiaritai",Male,Male,SonOf
"Nikephoros Kephalas, proedros and Lavra donor",mother of Nikephoros Kephalas (wife of Leon Kephalas),Male,Female,SonOf
"Manuel tou Boiou, witness of Lavra act","Boios (or Baias?), father of Manuel, witness of Lavra act",Male,Male,SonOf
"Leon Kephalas, vestarches and primikerios of the vestiaritai","servant of Ioannes Komnenos, father of Leon Kephalas",Male,Male,SonOf
"Konstantinos, inhabitant of Adrameri in Chalkidike","Sgouros, father of inhabitant of Adrameri Konstantinos",Male,Male,SonOf
"Kalos, inhabitant of Adrameri in Chalkidike","Petros, father of inhabitant of Adrameri Kalos",Male,Male,SonOf
"Ioannes, landowner at Thessalonike","Demetrios, priest and father of landowner Ioannes at Thessalonike",Male,Male,SonOf
"Ioannes, landowner at Thessalonike",mother of landowners Ioannes and Maria at Thessalonike,Male,Female,SonOf
"Georgios tou Christodoulou, witness of Lavra act (at Constantinople?)","Christodoulos, father of witness of Lavra act Georgios",Male,Male,SonOf
"Demetrios, priest and father of landowner Ioannes at Thessalonike","Photeinos, grandfather of landowner Ioannes at Thessalonike",Male,Male,SonOf
witness to Lavra act,"Ioannes, ostiarios and father (?) of Lavra act witness",Male,Male,SonOf
inhabitant of Adrameri in Chalkidike,"Kalotas, father of inhabitant of Adrameri (Nikolaos?)",Male,Male,SonOf
"István II, king of Hungary","László / Ladislas I, king of Hungary, father of Eirene Piroska",Male,Male,SonOf
"Álmos, brother of István II of Hungary","László / Ladislas I, king of Hungary, father of Eirene Piroska",Male,Male,SonOf
son of Robert Guiscard,Robert Guiscard,Male,Male,SonOf
adolescent son of Firuz of Antioch,"Firuz (or al-Zarrad or Ruzbah), betrayer of Antioch",Male,Male,SonOf
"Theophylaktos, grandson of Theodoros and son of Konstantinos","Konstantinos the Athenian, father of Theophylaktos",Male,Male,SonOf
"Theodoros, son of Thomas Gerontas",Thomas Gerontas,Male,Male,SonOf
"Theodoros, son of the spatharios","spatharios, father of Theodoros",Male,Male,SonOf
"Symeon, son of Gerontas, grandson of Gerontas protospatharios","Gerontas, father of Symeon",Male,Male,SonOf
"Symeon, son of Pothos spatharokandidatos","Pothos, spatharokandidatos",Male,Male,SonOf
"Staurakios, son of Theodoros spatharios from Athens","Theodoros, spatharios from Athens, father of Staurakios",Male,Male,SonOf
"Philippos, son of Agallianos","Agallianos, father of Philippos",Male,Male,SonOf
"Petros, son of Kosmas Garasdes Anemosphaktes",Kosmas Garasdes Anemosphaktes,Male,Male,SonOf
"Petros, son of Ioannes","Ioannes, father of Petros",Male,Male,SonOf
"Nikolaos, son of Andreas Troulos",Andreas Troulos,Male,Male,SonOf
"Nikolaos, son of Stephanos Kastelianos, proedros","Stephanos Kastelianos, proedros",Male,Male,SonOf
"Nikolaos, son of Demetrios Kampos",Demetrios Kampos,Male,Male,SonOf
"Nikolaos, son of Meletinos strator, heir of Theodoros komes","Meletinos, strator, father of Nikolaos and Ioannes",Male,Male,SonOf
"Nikolaos, son of Gerontas","Gerontas, father of Nikolaos",Male,Male,SonOf
"Niketas, son of Augoustinos","Augoustinos, father of Niketas",Male,Male,SonOf
"Marianos, son of Theodoros Psachnetes",Theodoros Psachnetes,Male,Male,SonOf
"Marianos, son of Leon","Leon, father of Marianos",Male,Male,SonOf
"Leon, son of Konstantinos","Konstantinos, father of Leon",Male,Male,SonOf
"Leon the Athenian, son of Hypatios Gerontas",Hypatios Gerontas,Male,Male,SonOf
"Leon, son of Gerontas","Gerontas, father of Leon",Male,Male,SonOf
"Leon, son of Sisinios","Sisinios, father of Leon",Male,Male,SonOf
"Kosmas, son of Theodoros","Theodoros, father of Kosmas",Male,Male,SonOf
Kosmas Anemosphaktes,"Euphemios, abbas",Male,Male,SonOf
"Nikephoros Katakalon Euphorbenos, son-in-law of Alexios I","Konstantinos Katakalon Euphorbenos, military man and diplomat",,,SonOf
"Konstantinos proedros, son of Andreas","Andreas (from) Anytos, father of Konstantinos proedros",Male,Male,SonOf
"Ioannes, son of Nikolaos Kalandes",Nikolaos Kalandes,Male,Male,SonOf
"Ioannes, son of Gerontas","Gerontas, father of Ioannes",Male,Male,SonOf
"Ioannes, son of Eustathios","Eustathios, father of Ioannes",Male,Male,SonOf
"Ioannes, son of Meletinos strator, heir of Theodoros komes","Meletinos, strator, father of Nikolaos and Ioannes",Male,Male,SonOf
"Georgios, son of Konstantinos","Konstantinos, father of Georgios",Male,Male,SonOf
"Georgios, son of Ioannes Kampos",Ioannes Kampos,Male,Male,SonOf
Demetrios Phalakros,Konstantinos Rendakios,Male,Male,SonOf
"Demetrios, son of the komes Ioannes Sklabotheodoros",Ioannes Sklabotheodoros,Male,Male,SonOf
"Basileios Chage, father of the widow Poletiane",Chage from Anysos,Male,Male,SonOf
son of Konstantinos Chabaron,Konstantinos Chabaron,,Male,SonOf
"Pithekos, protopapas","Ioannes, father of Pithekos protopapas",Male,Male,SonOf
"Rendakios, son of Gerontas","Gerontas, father of Rendakios",Male,Male,SonOf
"strator (?), son of Leon Hypatios",Leon Hypatios,,Male,SonOf
"Andreas, son of Kondos","Kondos, landowner in an early cadaster in Thebes",Male,Male,SonOf
"William of Hauteville, Bras de fer","Tancred, Lord of Hauteville in Normandy",Male,Male,SonOf
"Ranno, son of the lady Maria","The lady Maria, mother of Ranno",Male,Female,SonOf
"Maraldi, son of Ioannes Hikanatos",Ioannes Hikanatos,Male,Male,SonOf
"Geoffrey, count of Taranto","Petrone I, son of Amicus and father of Geoffrey of Taranto",Male,Male,SonOf
"Argyros, son of Melus","Melus, rebel in Southern Italy",Male,Male,SonOf
"Argyritzos, son of Ioannakes, supporter of surrender of Bari","Ioannakes, father of Argyritzos of Bari",Male,Male,SonOf
son of Adralestos,"Adralestos, prominent person in Bari",Male,Male,SonOf
"son of Capozzati, prominent citizen at Bari","Capozzati, prominent citizen at Bari",Male,Male,SonOf
"Asotes, protospatharios hypatos, son of the patrikios Chosrobios",Chosrobios patrikios,Male,Male,SonOf
"Basileios Chasanes, magistros krites of the velon, son of the philosopher",Chasanes (?),Male,Male,SonOf
"Georgios, son of the megas domestikos",megas domestikos,Male,Male,SonOf
"Gregorios, son of Bachanios",Bachanios,Male,Male,SonOf
"Ioannes Chalkoutzes, son of Basileios","Basileios Chalkoutzes (father of Ioannes), kensor and protonotarios of the sakelle",Male,Male,SonOf
Isaakios Komnenodoukas,daughter of a sebastokrator,Male,,SonOf
"Konstantinos, son of Alexios","Alexios, father of Konstantinos",Male,Male,SonOf
"Leon, son of the chartophylax",chartophylax,Male,Male,SonOf
"Manuel eldest son of Andronikos I, sebastokrator",Emperor Andronikos I Komnenos,Male,,SonOf
"Mensour son of Mousoutes, protospatharios and strategos",Mousoutes,Male,Male,SonOf
"Mûsa, son of Zeid",Zeid,Male,Male,SonOf
"Nikephoros, protospatharios",patrikios,Male,Male,SonOf
"Theodoros, son of He'‘toum",Het‘oum,Male,,SonOf
"Theoktistos, son of the prote",prote,Male,Female,SonOf
"Georgios tou Stylianou, witness of Xeropotamou act","Stylianos, father of witness of Xeropotamou act Georgios",Male,Male,SonOf
"Baldwin of Boulogne, Baldwin I, king of Jerusalem","Eustace II, count of Boulogne",Male,Male,SonOf
"Baldwin of Bourcq, Baldwin II, king of Jerusalem","Hugh, count of Rethel",Male,Male,SonOf
"Baldwin of Bourcq, Baldwin II, king of Jerusalem","Melisende, countess of Rethel",Male,,SonOf
"Bertrand of St Gilles, count of Tripoli","Raymond of Saint-Gilles, count of Toulouse",Male,Male,SonOf
"Dubays ibn Sadaka, emir of al-Hilla",Sadaqa ibn Mansur Sayf al-Dawla,Male,,SonOf
Engelrand of St Pol,"Hugh, count of Saint-Pol",Male,Male,SonOf
"Godfrey of Bouillon, duke of Lower Lorraine, first Latin ruler of Jerusalem","Eustace II, count of Boulogne",Male,Male,SonOf
"Godfrey of Bouillon, duke of Lower Lorraine, first Latin ruler of Jerusalem","Ida of Lorraine, mother of Godfrey of Bouillon",Male,Female,SonOf
Gozelo of Montaigu,"Cono, count of Montaigu",Male,Male,SonOf
Guy of Hauteville,Robert Guiscard,Male,Male,SonOf
Henry of Esch,"Fredelo of Esch, father of Henry and Godfrey",Male,Male,SonOf
"Hugh of Vermandois, brother of Philip I of France",Henri I of France,Male,,SonOf
"Joscelin I of Courtenay, count of Edessa","(Elizabeth), mother of Joscelin I, aunt of Baldwin II",Male,Female,SonOf
Lambert of Montaigu,"Cono, count of Montaigu",Male,Male,SonOf
Louis of Mousson,"Thierry, count of Montbéliard",Male,Female,SonOf
"Pons, count of Tripoli","Bertrand of St Gilles, count of Tripoli",Male,Male,SonOf
Richard of the Principate,William of the Principate,Male,,SonOf
"Fakhr al-Mulk Ridwan, ruler of Aleppo","Taj al-Dawla Tutush, brother of sultan Malik-Shah",Male,,SonOf
"Robert [Curthose], count [duke] of Normandy","William I the Conqueror, king of England",Male,Male,SonOf
Robert FitzGerard,"Gerard, father of Robert",Male,Male,SonOf
"Roger of Salerno, prince (regent?) of Antioch",Richard of the Principate,Male,Male,SonOf
"Roger of Salerno, prince (regent?) of Antioch",sister of Tancred,Male,Male,SonOf
"Ruthard, son of Godfrey","Godfrey, father of Ruthard",Male,Male,SonOf
"Stephen, count of Aumale","Odo, count of Champagne",Male,Male,SonOf
"Sven, son of king of Denmark",king of Denmark,Male,Male,SonOf
"Tancred of Hauteville, nephew of Bohemond of Taranto","Emma, sister of Bohemond of Taranto",Male,Female,SonOf
"Tancred of Hauteville, nephew of Bohemond of Taranto",female defender of Otranto,Male,,SonOf
"Tancred of Hauteville, nephew of Bohemond of Taranto","Odo the Good, margrave, father of Tancred",Male,,SonOf
"'Imad al-Din Zanki, atabeg of Mosul",Aksungur (Aqsunqur) of Aleppo,Male,Male,SonOf
Najm al-Din Ilghazi ibn Artuq,"Artuq, Turkish amir",Male,Male,SonOf
"son of Migidenos, soldier","Migidenos, military commander under Alexios I",Male,,SonOf
"Alakaseus, military commander",father of Alakaseus,Male,Male,SonOf
"Ishmael, son of sultan of Khorasan",sultan of Khorasan,Male,Male,SonOf
Qilij Arslan ibn Sulayman ibn Qutlumish,Sulayman ibn Qutlumish,Male,Male,SonOf
"Leon Diogenes, son of Romanos IV and Eudokia Makrembolitissa",Emperor Romanos IV Diogenes,Male,Male,SonOf
"Leon Diogenes, son of Romanos IV and Eudokia Makrembolitissa",Empress Eudokia Makrembolitissa,Male,Female,SonOf
"Marianos Maurokatakalon, military commander","Nikolaos Maurokatakalon, military commander",Male,Male,SonOf
"Raymond Berengar, son of count of Barcelona",count of Brachenon (count Raymond Berenger II of Barcelona?),Male,Male,SonOf
"Roger Borsa, Duke of Apulia, son of Robert Guiscard",Robert Guiscard,Male,Male,SonOf
"Roger, son of Dagobert, military commander and envoy","Dagobert, father of Roger",Male,Male,SonOf
"Siaous, Turkish envoy to Alexios I",mother of Turkish envoy Siaous,Male,Female,SonOf
"Siaous, Turkish envoy to Alexios I",father of Turkish envoy Siaous,Male,Male,SonOf
son of the seller of an estate to Marandos,seller of an estate to Marandos,Male,Male,SonOf
grandson of the seller of an estate to Marandos,son of the seller of an estate to Marandos,Male,Male,SonOf
"missing legatee, son of a dying man",dying man,Male,Male,SonOf
son of patrikios Baasakios,"Baasakios, patrikios",Male,Male,SonOf
son of David Saronites,David Saronites,Male,Male,SonOf
son of Arotras,"Arotras, who sued his son for marrying without permission",Male,Male,SonOf
first son of Kamelaukas,first wife of Kamelaukas,Male,Female,SonOf
son of Karandenos (Parandenos ?),"Karandenos (Parandenos ?), whose daughter-in-law did not declare a gift",Male,Male,SonOf
son of David the Iberian,"David the Iberian, patrikios",Male,Male,SonOf
son of David the Iberian,mother of the son of David the Iberian,Male,Female,SonOf
son of Bourtzes,"Bourtzes, testator",Male,Male,SonOf
son of Bourtzes,wife of Bourtzes,Male,Female,SonOf
"epi tou Pantheou, who was torured by a tax collector",father of an epi tou Pantheou,Male,Male,SonOf
son who promised his father would serve Basileios Skleros,father promised by his son to serve Basileios Skleros,Male,Male,SonOf
son of Hexamilites,Hexamilites (who made a bequest),Male,Male,SonOf
son of Andronikos Balantes,Andronikos Balantes,Male,Male,SonOf
son of protospatharios and strategos Melias,"Melias, protospatharios and strategos",Male,Male,SonOf
Himerios Solomon,Solomon,Male,Male,SonOf
"Kosmas, son of Kale","Kale, step-sister of Anna",Male,Female,SonOf
"Michael, protospatharios, son of patrikios Nikolaos","Nikolaos, patrikios and eparchos",Male,Male,SonOf
"Nikolaos, son of Anna","Anna, sister of Mitze",Male,Female,SonOf
"Pankratios Taronites, patrikios",Taronites,Male,,SonOf
"Theophilos, protospatharios, son of vestes Erotikos","Erotikos, vestes",Male,Male,SonOf
"Theophylaktos, son of Romanos Saronites","Romanos Saronites, patrikios",Male,Male,SonOf
"Theophylaktos, son of Romanos Saronites","Eirene, daughter of Gregorios Taronites",Male,Female,SonOf
son of Vahram Pahlavuni,"Vahram Pahlavuni, supporter of Gagik II of Armenia",Male,Male,SonOf
son of the amir of Persia Arsuban,"Arsuban, amir of Persia",Male,Male,SonOf
"Atom Arcruni, son of king of Vaspurakan Senek'erim","Senachereim/Senekerim Yovhannes Arcruni, king of Vaspurakan",Male,Male,SonOf
"David/Dawit' Arcruni, son of king of Vaspurakan Senek'erim","Senachereim/Senekerim Yovhannes Arcruni, king of Vaspurakan",Male,Male,SonOf
"Xach'ik I Anec'i, Armenian katholikos",sister of katholikos Peter Getadarj,Male,Female,SonOf
"Gregorios/Grigor Pahlawuni, magistros and Armenian prince","Vasak, father of Gregorios/Grigor Pahlawuni",Male,Male,SonOf
"Ivane, son of Liparit IV","Liparit IV, duke of Trialeti",Male,Male,SonOf
"Theodoros, governor of Taron, son of Aaron","Aaron, brother of Alousianos",Male,Male,SonOf
"Theodoros, nephew of Armenian archbishop Samuel",brother of Armenian archbishop Samuel,Male,Male,SonOf
"Demetrios, son of komes Konstantinos Serbiotes","Konstantinos Serbiotes, komes",Male,Male,SonOf
"Ioannes, presbyter of Hagia Sophia (of Thessalonike)","protopapas, father of Hagia Sophia presbyter Ioannes",Male,Male,SonOf
"Leon, priest and son of landowner Konstantinos Phasoulos","Konstantinos Phasoulos, landowner at Kassandra (Chalkidike)",Male,Male,SonOf
"Leon, son of komes Konstantinos Serbiotes","Konstantinos Serbiotes, komes",Male,Male,SonOf
"Nikolaos, priest and son of landowner Konstantinos Phasoulos","Konstantinos Phasoulos, landowner at Kassandra (Chalkidike)",Male,Male,SonOf
"Hikanatos, patrikios",Hikanatissa,Male,Female,SonOf
son from second marriage of Konstantinos (nephew of Michael Keroularios),"Konstantinos, nephew of patriarch Michael I Keroularios",Male,Male,SonOf
"Aristenos, protoasekretis","Aristenos, correspondent of Michael Psellos",Male,Male,SonOf
krites of Thrace and Macedonia,father of krites of Thrace and Macedonia,Male,Male,SonOf
poor young relative of Michael Psellos,father of poor young relative of Michael Psellos,Male,Male,SonOf
"pupil of Michael Psellos, son of Theophanes","Theophanes, friend of Michael Psellos",Male,Male,SonOf
